Filename,Duration,File Size,Creation Date,Original Path
9.mp3,0:53,209.44 KB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/9.mp3
Whisper of the Willow.mp3,3:59,5.48 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Whisper of the Willow.mp3
Moonlit-Reverie.mp3,3:40,5.04 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Moonlit-Reverie.mp3
Love in Imperfection.mp3,3:40,5.05 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Love in Imperfection.mp3
Beautiful Mess.mp3,3:15,4.47 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Beautiful Mess.mp3
Moonly Alley Serenade.mp3,2:57,4.06 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Moonly Alley Serenade.mp3
Junkyard Kings_tempTEMP_MPY_wvf_snd.mp3,0:00,3.00 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Junkyard Kings_tempTEMP_MPY_wvf_snd.mp3
The Sound of Ancestors.mp3,3:04,4.22 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/The Sound of Ancestors.mp3
Moonly Alley (1).mp3,1:29,2.05 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Moonly Alley (1).mp3
in-This-aLLey-Where-i-HiDe2.mp3,2:39,3.66 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/in-This-aLLey-Where-i-HiDe2.mp3
Moonlit Reverie.mp3,3:40,5.04 MB,10-07-24,/Volumes/Pics/neon-punk-player/dist/mp3/Moonlit Reverie.mp3
Neon Whisper (2).mp3,1:31,1.40 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/Neon Whisper (2).mp3
Neon Whisper (1).mp3,1:49,1.68 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/Neon Whisper (1).mp3
Neon Whisper.mp3,1:22,1.26 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/Neon Whisper.mp3
VEED CREATE _ Edit(6).mp3,2:20,1.61 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(6).mp3
VEED CREATE _ Edit(7).mp3,1:21,952.70 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(7).mp3
VEED CREATE _ Edit(11).mp3,1:21,957.70 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(11).mp3
VEED CREATE _ Edit(10).mp3,1:54,1.31 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(10).mp3
VEED CREATE _ Edit(1).mp3,3:04,2.12 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(1).mp3
VEED CREATE _ Edit(13).mp3,0:57,670.76 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(13).mp3
VEED CREATE _ Edit(2).mp3,3:11,2.19 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(2).mp3
VEED CREATE _ Edit.mp3,3:00,2.06 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit.mp3
VEED CREATE _ Edit(3).mp3,2:40,1.83 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(3).mp3
VEED CREATE _ Edit(12).mp3,0:56,664.64 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(12).mp3
VEED CREATE _ Edit(8).mp3,1:11,834.23 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(8).mp3
VEED CREATE _ Edit(15).mp3,0:44,524.83 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(15).mp3
VEED CREATE _ Edit(4).mp3,1:29,1.02 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(4).mp3
VEED CREATE _ Edit(5).mp3,2:56,2.02 MB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(5).mp3
VEED CREATE _ Edit(14).mp3,1:02,733.28 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(14).mp3
VEED CREATE _ Edit(9).mp3,1:25,1005.35 KB,09-07-24,/Volumes/Pics/steven/Pictures/etsy/3D/3D-XMas/Audio/VEED CREATE _ Edit(9).mp3
Play.ht - Guilds and Glory 1.mp3,0:33,130.36 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Guilds and Glory 1.mp3
Play.ht - Guilds and Glory - PeTer.mp3,0:35,138.70 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Guilds and Glory - PeTer.mp3
"Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS.mp3",1:10,276.23 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS.mp3"
Play.ht - Welcome to the heart of bravery and honor....wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and honor....wav
Play.ht - The Unfurling had already begun.. subtly....mp3,2:00,472.17 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - The Unfurling had already begun.. subtly....mp3
2-unLock.mp3,0:11,44.01 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/2-unLock.mp3
"Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (2).mp3",1:07,262.08 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (2).mp3"
Play.ht - Guilds and Glory -Nolan.mp3,0:33,130.36 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Guilds and Glory -Nolan.mp3
"Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1).mp3",1:21,317.58 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1).mp3"
Play.ht - Welcome to the heart of bravery and honor....mp3,0:56,220.36 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and honor....mp3
Play.ht - The Unfurling had already begun.. subtly....wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - The Unfurling had already begun.. subtly....wav
4 - Ready to flex in Wrothga 6.mp3,0:09,35.58 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/4 - Ready to flex in Wrothga 6.mp3"
6 - Bask in the Gold Coast-s 5.mp3,0:10,39.79 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/6 - Bask in the Gold Coast-s 5.mp3"
2 - Unlock the full experien 7.mp3,0:12,47.29 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/2 - Unlock the full experien 7.mp3"
5 - Slip into Hew-s Bane and 7.mp3,0:08,33.89 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/5 - Slip into Hew-s Bane and 7.mp3"
7 - Confront the chaos in the 5.mp3,0:12,49.36 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/7 - Confront the chaos in the 5.mp3"
3 - Grind those daily quest 4.mp3,0:08,32.29 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/3 - Grind those daily quest 4.mp3"
1 - Step into the Guild-s an 14.mp3,0:05,20.95 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (3)/1 - Step into the Guild-s an 14.mp3"
6 - Bask in the Gold Coast-s 7.mp3,0:08,35.20 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/6 - Bask in the Gold Coast-s 7.mp3"
7 - Confront the chaos in the 7.mp3,0:11,46.08 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/7 - Confront the chaos in the 7.mp3"
5 - Slip into Hew-s Bane and 9.mp3,0:08,32.20 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/5 - Slip into Hew-s Bane and 9.mp3"
3 - Grind those daily quest 6.mp3,0:07,31.17 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/3 - Grind those daily quest 6.mp3"
2 - Unlock the full experien 9.mp3,0:11,44.01 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/2 - Unlock the full experien 9.mp3"
4 - Ready to flex in Wrothga 8.mp3,0:08,31.83 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/4 - Ready to flex in Wrothga 8.mp3"
1 - Step into the Guild-s an 17.mp3,0:04,17.11 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (4)/1 - Step into the Guild-s an 17.mp3"
03 - Imperial City is your fre 1.mp3,0:04,16.08 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/03 - Imperial City is your fre 1.mp3"
05 - Grind those daily quest 10.mp3,0:09,37.83 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/05 - Grind those daily quest 10.mp3"
02 - For the full experience 3.mp3,0:04,17.11 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/02 - For the full experience 3.mp3"
04 - The Others Orsinium Thi 2.mp3,0:05,21.33 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/04 - The Others Orsinium Thi 2.mp3"
06 - Ready to flex in Wrothga 12.mp3,0:08,33.23 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/06 - Ready to flex in Wrothga 12.mp3"
07 - Slip into Hew-s Bane and 13.mp3,0:08,32.58 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/07 - Slip into Hew-s Bane and 13.mp3"
01 - Step into the Guild-s an 23.mp3,0:04,17.48 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/01 - Step into the Guild-s an 23.mp3"
09 - Confront the chaos in the 11.mp3,0:13,51.33 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/09 - Confront the chaos in the 11.mp3"
08 - Bask in the Gold Coast-s 11.mp3,0:09,37.45 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS/08 - Bask in the Gold Coast-s 11.mp3"
4 - Behold the arsenal of the 2.mp3,0:08,33.42 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/4 - Behold the arsenal of the 2.mp3
1 - Welcome to the heart of b 4.mp3,0:07,30.33 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/1 - Welcome to the heart of b 4.mp3
3 - In the Fighters Guild st 2.mp3,0:07,30.51 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/3 - In the Fighters Guild st 2.mp3
2 - Witness the relentless tr 2.mp3,0:07,28.17 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/2 - Witness the relentless tr 2.mp3
5 - The Fighters Guild beckon 1.mp3,0:10,42.04 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/5 - The Fighters Guild beckon 1.mp3
6 - Stay with us as our serie 1.mp3,0:09,37.73 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Fguild/6 - Stay with us as our serie 1.mp3
Play.ht - Welcome to the heart of bravery and honor... (1).mp3,0:53,207.79 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1).mp3
4 - Behold the arsenal of the 6.mp3,0:06,26.20 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/4 - Behold the arsenal of the 6.mp3
2 - The relentless training o 4.mp3,0:05,23.58 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/2 - The relentless training o 4.mp3
3 - In the Fighters Guild st 4.mp3,0:09,36.04 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/3 - In the Fighters Guild st 4.mp3
1 - Welcome to the heart of b 5.mp3,0:09,36.98 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/1 - Welcome to the heart of b 5.mp3
5 - The Fighters Guild beckon 2.mp3,0:12,47.29 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/5 - The Fighters Guild beckon 2.mp3
6 - Stay with us as our serie 7.mp3,0:07,30.33 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/glory2/Play.ht - Welcome to the heart of bravery and honor... (1)/6 - Stay with us as our serie 7.mp3
6 - Face the anarchy within 1.mp3,0:08,33.42 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/6 - Face the anarchy within 1.mp3"
5 - Navigate Hew-s Bane-s sh 1.mp3,0:09,38.20 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/5 - Navigate Hew-s Bane-s sh 1.mp3"
7 - Ready for more The Figh 1.mp3,0:07,28.92 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/7 - Ready for more The Figh 1.mp3"
2 - Seize this moment to joi 2.mp3,0:10,41.20 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/2 - Seize this moment to joi 2.mp3"
4 - Venture through Wrothgar 1.mp3,0:08,33.33 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/4 - Venture through Wrothgar 1.mp3"
1 - Embark on an endless adv 1.mp3,0:07,27.98 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/1 - Embark on an endless adv 1.mp3"
3 - Undertake daily quests a 1.mp3,0:09,37.83 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Come Join the Guilds and Glory Event, in...-LUCIUS (1)/3 - Undertake daily quests a 1.mp3"
4 - Behold the arsenal of the 3.mp3,0:09,37.17 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/4 - Behold the arsenal of the 3.mp3
1 - Welcome to the heart of b 5.mp3,0:10,41.01 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/1 - Welcome to the heart of b 5.mp3
3 - In the Fighters Guild st 2.mp3,0:09,36.98 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/3 - In the Fighters Guild st 2.mp3
2 - Witness the relentless tr 3.mp3,0:08,31.54 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/2 - Witness the relentless tr 3.mp3
5 - The Fighters Guild beckon 2.mp3,0:11,46.26 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/5 - The Fighters Guild beckon 2.mp3
6 - Stay with us as our serie 2.mp3,0:11,43.83 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (2)/6 - Stay with us as our serie 2.mp3
1 - Welcome to Elder Scrolls 3.mp3,0:07,30.33 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to Elder Scrolls Online, a land... (1)/1 - Welcome to Elder Scrolls 3.mp3"
3 - Within the hallowed wal 3.mp3,0:08,32.67 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to Elder Scrolls Online, a land... (1)/3 - Within the hallowed wal 3.mp3"
5 - Your epic journey in El 4.mp3,0:12,49.54 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to Elder Scrolls Online, a land... (1)/5 - Your epic journey in El 4.mp3"
2 - Our first stop the va 1.mp3,0:09,37.17 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to Elder Scrolls Online, a land... (1)/2 - Our first stop the va 1.mp3"
4 - The Traders Guild buzze 3.mp3,0:07,30.51 KB,10-07-24,"/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to Elder Scrolls Online, a land... (1)/4 - The Traders Guild buzze 3.mp3"
3 - In the Fighters Guild 1.mp3,0:08,33.42 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/3 - In the Fighters Guild 1.mp3
4 - Behold the arsenal of t 1.mp3,0:08,35.20 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/4 - Behold the arsenal of t 1.mp3
6 - Stay with us as our ser 1.mp3,0:09,37.92 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/6 - Stay with us as our ser 1.mp3
5 - The Fighters Guild beck 1.mp3,0:11,44.11 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/5 - The Fighters Guild beck 1.mp3
1 - Welcome to the heart of 1.mp3,0:08,35.01 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/1 - Welcome to the heart of 1.mp3
2 - Witness the relentless 1.mp3,0:07,29.58 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/Play.ht - Welcome to the heart of bravery and... (1)/2 - Witness the relentless 1.mp3
4 - Finally explore the bu 3.mp3,0:05,21.51 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../4 - Finally explore the bu 3.mp3
1 - Welcome to the vast and 3.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../1 - Welcome to the vast and 3.wav
2 - First we visit the cou 4.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../2 - First we visit the cou 4.wav
5 - Join us in the Elder Sc 5.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../5 - Join us in the Elder Sc 5.wav
3 - Next delve into the ar 3.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../3 - Next delve into the ar 3.wav
6 - Discover your path in t 3.mp3,0:05,21.14 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../6 - Discover your path in t 3.mp3
4 - Finally explore the bu 3.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../4 - Finally explore the bu 3.wav
1 - Welcome to the vast and 3.mp3,0:04,16.92 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../1 - Welcome to the vast and 3.mp3
5 - Join us in the Elder Sc 5.mp3,0:06,26.48 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../5 - Join us in the Elder Sc 5.mp3
2 - First we visit the cou 4.mp3,0:05,20.11 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../2 - First we visit the cou 4.mp3
3 - Next delve into the ar 3.mp3,0:05,23.58 KB,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../3 - Next delve into the ar 3.mp3
6 - Discover your path in t 3.wav,Unknown,Unknown,10-07-24,/Volumes/Pics/Driver/ESO-Glory/Story-Playht/lucius - Play.ht - Welcome to the vast and mystical world of.../6 - Discover your path in t 3.wav
Recycled SymphonyTEMP_MPY_wvf_snd.mp3,3:02,2.79 MB,06-21-24,/Volumes/Pics/Trashy/mine/Recycled SymphonyTEMP_MPY_wvf_snd.mp3
Royalty of RefuseTEMP_MPY_wvf_snd.mp3,3:47,3.48 MB,06-21-24,/Volumes/Pics/Trashy/mine/Royalty of RefuseTEMP_MPY_wvf_snd.mp3
